institution,city,state,class,sector,enroll_men,enroll_women,sport,partic_men,partic_women,expense_men,expense_women,revenue_men,revenue_women
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,Tennis,9,8,810416,1126117,810416,1126117
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,"Track and Field, Outdoor",16,0,74944,0,74944,0
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,"Track and Field, X-Country",14,0,188680,0,188680,0
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,Volleyball,23,14,988082,1420574,988082,1420574
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,Water Polo,25,0,770824,0,770824,0
Pepperdine University,Malibu,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",1323,1808,Beach Volleyball,0,19,0,823636,0,823636
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Baseball,34,0,649154,0,649728,0
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Basketball,16,15,711663,621813,714176,621813
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Golf,0,7,0,300897,0,300897
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Soccer,25,31,464425,479717,466662,480967
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Tennis,7,7,167544,208324,167594,208374
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,"Track and Field, Outdoor",0,36,0,461651,0,461651
Point Loma Nazarene University,San Diego,CA,NCAA Division II without football,"Private nonprofit, 4-year or above",862,1681,Volleyball,0,15,0,477943,0,501731
Santa Ana College,Santa Ana,CA,CCCAA,"Public, 2-year",1888,2236,Baseball,48,0,130990,0,130990,0
Santa Ana College,Santa Ana,CA,CCCAA,"Public, 2-year",1888,2236,Softball,0,17,0,125754,0,125754
Santa Ana College,Santa Ana,CA,CCCAA,"Public, 2-year",1888,2236,Beach Volleyball,0,11,0,72120,0,72120
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Baseball,22,0,139104,0,154391,0
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Basketball,9,9,247678,152358,276340,160027
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Golf,5,10,47114,66069,77591,59894
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Lacrosse,0,14,0,96734,0,96842
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Soccer,27,25,132144,107153,162818,107958
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Softball,0,19,0,144412,0,149663
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Swimming and Diving,0,17,0,74281,0,80297
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Swimming,9,0,72966,0,76059,0
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,"Track and Field, Outdoor",25,25,79738,87062,92296,96862
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Volleyball,0,13,0,143650,0,146041
University of Redlands,Redlands,CA,NCAA Division III with football,"Private nonprofit, 4-year or above",955,1469,Water Polo,16,12,82492,84796,91501,89476
College of the Redwoods,Eureka,CA,CCCAA,"Public, 2-year",516,672,Baseball,25,0,70547,0,73763,0
College of the Redwoods,Eureka,CA,CCCAA,"Public, 2-year",516,672,Softball,0,12,0,82547,0,82547
College of the Redwoods,Eureka,CA,CCCAA,"Public, 2-year",516,672,"Track and Field, Outdoor",10,9,35151,34851,35151,34851
College of the Redwoods,Eureka,CA,CCCAA,"Public, 2-year",516,672,"Track and Field, X-Country",6,3,35073,35073,35073,35073
Riverside City College,Riverside,CA,CCCAA,"Public, 2-year",2221,3524,Golf,5,0,90109,0,90109,0
Riverside City College,Riverside,CA,CCCAA,"Public, 2-year",2221,3524,Tennis,12,9,39176,75554,39176,75554
Sacramento City College,Sacramento,CA,CCCAA,"Public, 2-year",1677,2634,Baseball,46,0,124403,0,124403,0
Sacramento City College,Sacramento,CA,CCCAA,"Public, 2-year",1677,2634,Softball,0,17,0,73046,0,73046
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Baseball,39,0,122267,0,128957,0
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Golf,13,0,55689,0,55689,0
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Softball,0,14,0,109632,0,118124
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Swimming,31,4,96146,87763,96146,85666
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Tennis,8,3,44957,41801,44957,41801
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,"Track and Field, Outdoor",10,3,98179,88531,98179,88531
Saddleback College,Mission Viejo,CA,CCCAA,"Public, 2-year",2630,2887,Beach Volleyball,0,10,0,68254,0,68523
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Baseball,46,0,1212925,0,1212925,0
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Basketball,18,15,4256831,2372871,4256831,2372871
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,All Track Combined,0,115,0,1072212,0,1072212
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Football,113,0,11029426,0,11029426,0
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Golf,14,9,613424,598265,613424,598265
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Lacrosse,0,40,0,819192,0,819192
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Rowing,0,49,0,1010395,0,1010395
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Soccer,29,26,760950,1074770,760950,1074770
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Softball,0,22,0,951164,0,951164
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Swimming and Diving,0,31,0,1036923,0,1036923
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Tennis,8,9,416845,518281,416845,518281
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Volleyball,0,16,0,1154637,0,1154637
San Diego State University,San Diego,CA,NCAA Division I-FBS,"Public, 4-year or above",12083,15998,Water Polo,0,34,0,521694,0,521694
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Baseball,39,0,1497210,0,1497210,0
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Basketball,16,13,1919409,1696629,1919409,1696629
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Football,95,0,1111323,0,1111323,0
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Golf,12,0,662838,0,662838,0
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Rowing,36,49,212481,1119804,212481,1119804
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Soccer,28,27,936133,1091516,936133,1091516
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Softball,0,24,0,1063941,0,1063941
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Swimming and Diving,0,35,0,329418,0,329418
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Tennis,8,9,609804,847539,609804,847539
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,"Track and Field, Outdoor",0,28,0,104425,0,104425
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,"Track and Field, X-Country",10,28,38749,104425,38749,104425
University of San Diego,San Diego,CA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",2233,3048,Volleyball,0,15,0,1192921,0,1192921
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Baseball,43,0,1682575,0,1682575,0
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Basketball,15,15,3907169,2439331,3907169,2439331
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,All Track Combined,0,46,0,1369959,0,1369959
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Golf,7,7,656747,490482,656747,490482
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Soccer,31,31,1052606,1389053,1052606,1389053
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Tennis,8,10,377812,679009,377812,679009
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,"Track and Field, X-Country",11,0,311219,0,311219,0
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Volleyball,0,14,0,1142752,0,1142752
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Other Sports,0,10,0,381189,0,381189
University of San Francisco,San Francisco,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2004,3562,Beach Volleyball,0,17,0,193668,0,193668
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Baseball,49,0,844716,0,845162,0
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Basketball,21,24,619426,585636,624251,591689
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,All Track Combined,24,37,307472,370480,307472,370480
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Golf,8,8,157557,157320,157557,157320
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Soccer,31,25,498241,404545,498241,404545
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Softball,0,24,0,395759,0,395759
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Tennis,0,8,0,110581,0,110581
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Volleyball,0,27,0,395844,0,395844
William Jessup University,Rocklin,CA,"NAIA Division I","Private nonprofit, 4-year or above",444,658,Other Sports,0,35,0,522514,0,522514
San Jose City College,San Jose,CA,CCCAA,"Public, 2-year",663,988,Golf,4,0,30105,0,30105,0
San Jose City College,San Jose,CA,CCCAA,"Public, 2-year",663,988,Softball,0,19,0,113298,0,113298
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Baseball,47,0,1143401,0,1143401,0
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Basketball,15,15,1959171,1583525,1959171,1583525
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,All Track Combined,69,60,133258,974292,133258,974292
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Football,110,0,8673358,0,8673358,0
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Golf,12,8,477600,465372,477600,465372
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Gymnastics,0,16,0,1400972,0,1400972
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Soccer,29,32,595855,1019630,595855,1019630
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Softball,0,26,0,808376,0,808376
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Swimming,0,26,0,761973,0,761973
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Tennis,0,9,0,485442,0,485442
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Volleyball,0,21,0,913970,0,913970
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Water Polo,27,19,465320,452905,465320,452905
San Jose State University,San Jose,CA,NCAA Division I-FBS,"Public, 4-year or above",11492,11825,Beach Volleyball,0,25,0,15448,0,15448
College of San Mateo,San Mateo,CA,CCCAA,"Public, 2-year",706,593,Baseball,25,0,257532,0,257532,0
College of San Mateo,San Mateo,CA,CCCAA,"Public, 2-year",706,593,Softball,0,19,0,138202,0,138202
College of San Mateo,San Mateo,CA,CCCAA,"Public, 2-year",706,593,"Track and Field, Outdoor",16,6,33947,16577,33947,16577
College of San Mateo,San Mateo,CA,CCCAA,"Public, 2-year",706,593,Beach Volleyball,0,10,0,66931,0,66931
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Baseball,40,0,1785854,0,1785854,0
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Basketball,19,14,3761195,2395375,3761195,2395375
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,All Track Combined,65,53,653274,231347,653274,231347
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Golf,10,10,505449,309890,505449,309890
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Rowing,39,29,283648,130442,283648,130442
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Soccer,29,26,1331745,2047521,1331745,2047521
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Softball,0,23,0,601887,0,601887
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Tennis,13,13,524351,532694,524351,532694
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Volleyball,0,15,0,1172530,0,1172530
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Water Polo,28,23,191562,182176,191562,182176
Santa Clara University,Santa Clara,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",2829,2649,Beach Volleyball,0,16,0,239826,0,239826
Santa Monica College,Santa Monica,CA,CCCAA,"Public, 2-year",4323,5529,Swimming and Diving,0,11,0,91329,0,91329
Santa Monica College,Santa Monica,CA,CCCAA,"Public, 2-year",4323,5529,Swimming,13,0,92606,0,92606,0
Santa Monica College,Santa Monica,CA,CCCAA,"Public, 2-year",4323,5529,Tennis,0,7,0,68302,0,68302
Santa Monica College,Santa Monica,CA,CCCAA,"Public, 2-year",4323,5529,"Track and Field, Outdoor",3,6,42249,42089,42249,42089
Santa Rosa Junior College,Santa Rosa,CA,CCCAA,"Public, 2-year",2100,2694,Baseball,26,0,88854,0,90614,0
Santa Rosa Junior College,Santa Rosa,CA,CCCAA,"Public, 2-year",2100,2694,Softball,0,15,0,79323,0,80073
Santa Rosa Junior College,Santa Rosa,CA,CCCAA,"Public, 2-year",2100,2694,Swimming and Diving,9,12,35801,38900,39451,42550
Santa Rosa Junior College,Santa Rosa,CA,CCCAA,"Public, 2-year",2100,2694,Tennis,3,5,19225,23115,19725,23615
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Baseball,27,0,84136,0,90274,0
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Basketball,12,10,70110,66216,74876,70708
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Football,50,0,101512,0,102607,0
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Soccer,22,0,41510,0,40498,0
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Softball,0,10,0,82082,0,82549
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Swimming and Diving,13,11,33215,33215,33245,33242
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Tennis,0,5,0,25681,0,25055
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,"Track and Field, Outdoor",36,11,23206,19370,23690,18809
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,"Track and Field, X-Country",5,1,14532,14532,15753,14834
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Volleyball,0,12,0,35446,0,36142
College of the Sequoias,Visalia,CA,CCCAA,"Public, 2-year",2017,2979,Equestrian,0,13,0,33524,0,36149
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,Baseball,30,0,84546,0,84546,0
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,Football,63,0,145144,0,145144,0
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,Softball,0,10,0,43555,0,43555
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,Swimming and Diving,4,9,27589,33941,27589,33941
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,"Track and Field, Outdoor",20,6,48589,25326,48589,25326
Shasta College,Redding,CA,CCCAA,"Public, 2-year",1006,1794,"Track and Field, X-Country",7,2,29017,19327,29017,19327
Sierra College,Rocklin,CA,CCCAA,"Public, 2-year",2846,3621,Baseball,26,0,212225,0,213609,0
Sierra College,Rocklin,CA,CCCAA,"Public, 2-year",2846,3621,Softball,0,16,0,256100,0,258737
Sierra College,Rocklin,CA,CCCAA,"Public, 2-year",2846,3621,Tennis,0,10,0,31731,0,35178
Sierra College,Rocklin,CA,CCCAA,"Public, 2-year",2846,3621,"Track and Field, Outdoor",0,4,0,46311,0,46311
Sierra College,Rocklin,CA,CCCAA,"Public, 2-year",2846,3621,Beach Volleyball,0,14,0,59384,0,61759
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Baseball,57,0,925140,0,1325631,0
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Basketball,21,15,722689,388029,488854,470216
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Golf,7,3,89284,89204,120824,174460
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Soccer,35,27,906650,570352,508202,403651
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Softball,0,37,0,707152,0,496955
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Swimming,11,4,177224,176016,144388,164673
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,"Track and Field, Outdoor",5,5,87941,87941,286077,228000
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,"Track and Field, X-Country",5,5,117402,118925,93039,164000
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Volleyball,14,14,243772,270021,456759,356937
Simpson University,Redding,CA,"NAIA Division II","Private nonprofit, 4-year or above",228,321,Wrestling,33,8,709391,210943,583684,132538
College of the Siskiyous,Weed,CA,CCCAA,"Public, 2-year",235,275,Baseball,22,0,87007,0,87007,0
College of the Siskiyous,Weed,CA,CCCAA,"Public, 2-year",235,275,Basketball,13,8,43844,40906,43844,40906
College of the Siskiyous,Weed,CA,CCCAA,"Public, 2-year",235,275,Football,58,0,232800,0,232800,0
College of the Siskiyous,Weed,CA,CCCAA,"Public, 2-year",235,275,Softball,0,13,0,56948,0,56948
College of the Siskiyous,Weed,CA,CCCAA,"Public, 2-year",235,275,"Track and Field, Outdoor",26,7,28742,21428,28742,21428
Skyline College,San Bruno,CA,CCCAA,"Public, 2-year",755,770,Baseball,15,0,103599,0,103599,0
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Baseball,41,0,1490157,0,1490157,0
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Basketball,13,16,3562879,1564553,3562879,1564553
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Golf,12,0,574837,0,574837,0
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Rowing,0,33,0,560587,0,560587
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Soccer,28,26,1079584,1109168,1079584,1109168
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Softball,0,23,0,846572,0,846572
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Tennis,10,8,553729,651806,553729,651806
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,"Track and Field, Outdoor",22,21,63416,64024,63416,372462
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,"Track and Field, X-Country",21,21,158115,372462,158115,64024
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Volleyball,0,13,0,888426,0,888426
Saint Mary's College of California,Moraga,CA,NCAA Division I without football,"Private nonprofit, 4-year or above",972,1334,Beach Volleyball,0,18,0,30431,0,30431
Solano Community College,Fairfield,CA,CCCAA,"Public, 2-year",1049,1567,Baseball,23,0,199377,0,199377,0
Solano Community College,Fairfield,CA,CCCAA,"Public, 2-year",1049,1567,Softball,0,12,0,49191,0,49191
Solano Community College,Fairfield,CA,CCCAA,"Public, 2-year",1049,1567,Swimming,3,3,57039,62039,57039,62039
Solano Community College,Fairfield,CA,CCCAA,"Public, 2-year",1049,1567,Tennis,3,1,16084,20206,16084,20206
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Baseball,53,0,434006,0,488954,0
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Basketball,17,12,238963,272385,265548,296224
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Golf,10,10,205000,190365,262860,246930
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Soccer,32,31,351264,262118,496947,296418
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Softball,0,21,0,297494,0,384781
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,"Track and Field, Outdoor",0,28,0,91077,0,110744
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,"Track and Field, X-Country",0,20,0,115533,0,123973
Sonoma State University,Rohnert Park,CA,NCAA Division II without football,"Public, 4-year or above",2308,4110,Volleyball,0,23,0,341241,0,398942
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Baseball,42,0,487897,0,540272,0
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Basketball,17,14,655374,476910,694291,499350
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,All Track Combined,47,49,252131,306986,280288,309901
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Golf,7,7,98691,105804,103746,118818
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Soccer,23,28,349267,320911,374896,345411
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Softball,0,22,0,349109,0,366200
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Volleyball,23,15,307156,335260,316227,364914
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Wrestling,28,0,285379,0,328197,0
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Other Sports,0,30,0,287604,0,290519
Vanguard University of Southern California,Costa Mesa,CA,"NAIA Division I","Private nonprofit, 4-year or above",571,1198,Beach Volleyball,0,10,0,101574,0,109825
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Baseball,48,0,2320063,0,2352357,0
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Basketball,16,14,7174744,3156242,7145203,3221775
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,All Track Combined,59,64,2141876,2869770,2159946,2913084
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Football,133,0,29357314,0,29432107,0
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Golf,9,9,1110070,1114496,1058187,1059992
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Lacrosse,0,33,0,1572505,0,1606164
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Rowing,0,44,0,2218422,0,2178177
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Soccer,0,29,0,2218230,0,2264489
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Swimming and Diving,31,28,1559393,1768780,1576206,1795893
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Tennis,10,13,1022834,1304536,963002,1270389
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Volleyball,28,15,878092,2059361,873718,1950283
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Water Polo,36,30,661705,958533,665365,973548
University of Southern California,Los Angeles,CA,NCAA Division I-FBS,"Private nonprofit, 4-year or above",8909,9651,Beach Volleyball,0,24,0,917495,0,924576
Taft College,Taft,CA,CCCAA,"Public, 2-year",355,781,Baseball,21,0,78211,0,84852,0
Taft College,Taft,CA,CCCAA,"Public, 2-year",355,781,Basketball,0,8,0,25402,0,27512
Taft College,Taft,CA,CCCAA,"Public, 2-year",355,781,Golf,5,4,17143,21394,18508,22515
Taft College,Taft,CA,CCCAA,"Public, 2-year",355,781,Softball,0,12,0,26942,0,33229
