institution,city,state,class,sector,enroll_men,enroll_women,sport,partic_men,partic_women,expense_men,expense_women,revenue_men,revenue_women
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Baseball,43,0,253252,0,279387,0
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Basketball,15,16,1296985,1071428,1107100,994674
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Football,97,0,3195179,0,3995980,0
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Golf,7,0,53545,0,62675,0
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Soccer,0,32,0,389994,0,489993
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Softball,0,23,0,271417,0,291417
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Tennis,8,7,103994,173764,104997,143264
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,"Track and Field, Indoor",11,14,92752,176937,69259,277770
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,"Track and Field, Outdoor",11,13,96915,171373,151375,171919
Alabama A & M University,Normal,AL,NCAA Division I-FCS,"Public, 4-year or above",1849,2814,Bowling,0,9,0,105323,0,101324
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Baseball,39,0,942982,0,953223,0
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Basketball,14,15,3672705,1819165,3891022,1881093
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,All Track Combined,0,100,0,1039469,0,1045683
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Football,126,0,11775826,0,12374462,0
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Golf,12,9,424905,439315,431119,445529
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Rifle,0,0,0,0,0,0
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Soccer,36,31,871120,874649,884910,890806
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Softball,0,26,0,891204,0,907361
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Tennis,10,9,371548,476962,377762,483176
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Volleyball,0,16,0,836206,0,842420
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Beach Volleyball,0,18,0,426510,0,432724
University of Alabama at Birmingham,Birmingham,AL,NCAA Division I-FBS,"Public, 4-year or above",3965,6387,Bowling,0,10,0,245442,0,251656
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Baseball,41,0,537217,0,537217,0
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Basketball,19,14,594008,424566,594008,424566
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,All Track Combined,117,76,310121,351285,310121,351285
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Ice Hockey,28,0,1505241,0,1505241,0
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Lacrosse,44,27,472167,497803,472167,497803
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Soccer,28,27,356145,379006,356145,379006
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Softball,0,24,0,592442,0,592442
University of Alabama in Huntsville,Huntsville,AL,NCAA Division II without football,"Public, 4-year or above",3965,2753,Volleyball,0,15,0,380109,0,380109
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Baseball,38,0,615198,0,615198,0
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Basketball,15,17,849103,809788,849103,809788
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,All Track Combined,68,61,346527,499269,346527,499269
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Football,115,0,3427114,0,3427114,0
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Golf,5,9,140666,140306,140666,140306
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Soccer,0,23,0,438562,0,438562
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Softball,0,22,0,421761,0,421761
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Tennis,7,8,141528,189374,141528,189374
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Volleyball,0,18,0,445964,0,445964
Alabama State University,Montgomery,AL,NCAA Division I-FCS,"Public, 4-year or above",1171,2118,Bowling,0,7,0,170989,0,170989
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Baseball,34,0,3648034,0,792708,0
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Basketball,21,21,8387815,3825860,13721815,3825860
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,All Track Combined,93,130,2227714,2849002,229866,2849002
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Football,133,0,55366338,0,61400246,0
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Golf,10,9,1030278,1105640,409844,1105640
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Gymnastics,0,18,0,2377059,0,2377059
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Rowing,0,71,0,2342992,0,2342992
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Soccer,0,29,0,1687472,0,1687472
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Softball,0,23,0,2804561,0,2804561
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Swimming and Diving,37,36,1554194,1641079,133355,1641079
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Tennis,12,10,984758,939197,143130,939197
The University of Alabama,Tuscaloosa,AL,NCAA Division I-FBS,"Public, 4-year or above",12336,15387,Volleyball,0,18,0,1717042,0,1717042
Central Alabama Community College,Alexander City,AL,NJCAA Division I,"Public, 2-year",253,291,Baseball,46,0,289081,0,292462,0
Central Alabama Community College,Alexander City,AL,NJCAA Division I,"Public, 2-year",253,291,Golf,9,0,157170,0,159333,0
Central Alabama Community College,Alexander City,AL,NJCAA Division I,"Public, 2-year",253,291,Softball,0,17,0,246555,0,246555
Central Alabama Community College,Alexander City,AL,NJCAA Division I,"Public, 2-year",253,291,Tennis,0,7,0,89303,0,89328
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Baseball,32,0,351994,0,448755,0
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Basketball,15,15,459510,415473,551981,511258
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Soccer,29,21,429849,377154,523449,478429
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Softball,0,24,0,390514,0,438870
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Tennis,10,7,210974,258943,244981,325223
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,"Track and Field, X-Country",16,11,149683,204014,181326,243976
Auburn University at Montgomery,Montgomery,AL,NCAA Division II without football,"Public, 4-year or above",1103,2270,Volleyball,0,13,0,378590,0,457556
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Baseball,38,0,4252637,0,4252637,0
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Basketball,18,15,9917360,4160913,9917360,4160913
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,All Track Combined,81,104,1835487,2110948,1835487,2110948
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Football,128,0,51651237,0,51651237,0
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Golf,14,10,1300200,1253784,1300200,1253784
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Gymnastics,0,19,0,2301720,0,2301720
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Soccer,0,31,0,2225338,0,2225338
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Softball,0,28,0,2511701,0,2511701
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Swimming and Diving,34,39,1547205,1819944,1547205,1819944
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Tennis,11,9,1011662,1238048,1011662,1238048
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Volleyball,0,17,0,1624288,0,1624288
Auburn University,Auburn,AL,NCAA Division I-FBS,"Public, 4-year or above",11348,11060,Equestrian,0,36,0,1851158,0,1851158
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Baseball,45,0,340352,0,340352,0
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Basketball,22,21,182968,146016,182968,146016
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,All Track Combined,44,33,86155,63483,86155,63483
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Football,117,0,424587,0,424587,0
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Golf,8,4,65123,32561,65123,32561
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Lacrosse,35,20,174880,95728,174880,95728
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Soccer,29,31,200444,145626,200444,145626
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Softball,0,19,0,196796,0,196796
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Swimming and Diving,19,25,75706,100355,75706,100355
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Tennis,8,10,86104,107631,86104,107631
Birmingham-Southern College,Birmingham,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",520,606,Volleyball,0,16,0,110372,0,110372
Chattahoochee Valley Community College,Phenix City,AL,NJCAA Division I,"Public, 2-year",221,369,Baseball,37,0,226351,0,243778,0
Chattahoochee Valley Community College,Phenix City,AL,NJCAA Division I,"Public, 2-year",221,369,Basketball,12,16,142201,115664,143222,110244
Chattahoochee Valley Community College,Phenix City,AL,NJCAA Division I,"Public, 2-year",221,369,Softball,0,24,0,145359,0,174549
Enterprise State Community College,Enterprise,AL,NJCAA Division I,"Public, 2-year",487,372,Baseball,31,0,202111,0,272444,0
Enterprise State Community College,Enterprise,AL,NJCAA Division I,"Public, 2-year",487,372,Basketball,12,10,148069,140079,139815,106456
Enterprise State Community College,Enterprise,AL,NJCAA Division I,"Public, 2-year",487,372,Softball,0,12,0,183290,0,163929
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Baseball,108,0,904085,0,904085,0
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Basketball,33,27,625651,475096,625651,475096
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Golf,9,0,148193,0,148193,0
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Softball,0,65,0,816396,0,816396
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Tennis,8,6,118307,101506,118307,101506
Coastal Alabama Community College,Bay Minette,AL,NJCAA Division I,"Public, 2-year",1116,1625,Volleyball,0,24,0,323655,0,323655
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Baseball,62,0,834883,0,834883,0
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Basketball,14,28,539220,562212,539220,562212
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Football,148,0,1645049,0,1645049,0
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Golf,10,5,166097,110330,166097,110330
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Soccer,46,44,638620,492339,638620,492339
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Softball,0,20,0,381834,0,381834
Faulkner University,Montgomery,AL,"NAIA Division I","Private nonprofit, 4-year or above",596,762,Volleyball,0,16,0,268163,0,268163
Gadsden State Community College,Gadsden,AL,NJCAA Division I,"Public, 2-year",831,1076,Basketball,13,10,96959,95618,100247,106818
Gadsden State Community College,Gadsden,AL,NJCAA Division I,"Public, 2-year",831,1076,Tennis,4,0,41380,0,41580,0
Gadsden State Community College,Gadsden,AL,NJCAA Division I,"Public, 2-year",831,1076,Volleyball,0,12,0,97743,0,107893
George C Wallace Community College-Dothan,Dothan,AL,NJCAA Division I,"Public, 2-year",426,781,Baseball,24,0,394944,0,416170,0
George C Wallace Community College-Dothan,Dothan,AL,NJCAA Division I,"Public, 2-year",426,781,Softball,0,24,0,283676,0,301904
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Baseball,37,0,283477,0,288618,0
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Basketball,13,13,249543,181822,239634,178800
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Golf,11,5,83646,78523,83112,81956
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Softball,0,27,0,253835,0,256101
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Tennis,5,5,62705,71968,65154,74361
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,"Track and Field, X-Country",13,14,90536,84050,93389,84511
George C Wallace State Community College-Hanceville,Hanceville,AL,NJCAA Division I,"Public, 2-year",811,1429,Volleyball,0,13,0,154481,0,148950
George C Wallace State Community College-Selma,Selma,AL,NJCAA Division I,"Public, 2-year",175,275,Baseball,35,0,120402,0,120402,0
George C Wallace State Community College-Selma,Selma,AL,NJCAA Division I,"Public, 2-year",175,275,Basketball,15,15,93610,153705,93610,153705
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Baseball,44,0,283225,0,320335,0
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Basketball,22,16,167310,130465,178730,130515
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Football,99,0,770721,0,788237,0
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Golf,13,7,138758,104533,146487,104533
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Lacrosse,24,19,132469,122424,132469,123979
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Soccer,30,26,107450,121176,112450,121176
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Softball,0,23,0,174592,0,174642
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Tennis,5,13,64814,87193,64914,92293
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,"Track and Field, Outdoor",9,2,7227,7227,7289,7289
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,"Track and Field, X-Country",10,5,40954,40954,41305,41304
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Volleyball,0,24,0,134313,0,135253
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Wrestling,17,0,131643,0,131643,0
Huntingdon College,Montgomery,AL,NCAA Division III with football,"Private nonprofit, 4-year or above",428,360,Beach Volleyball,0,25,0,46506,0,46506
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Baseball,39,0,755613,0,755613,0
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Basketball,18,15,1304794,939526,1304794,939526
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Football,120,0,4034326,0,4034326,0
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Golf,13,7,194566,272053,194566,272053
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Rifle,0,0,0,0,0,0
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Soccer,0,26,0,549539,0,549539
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Softball,0,23,0,663349,0,663349
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Tennis,9,10,134780,236759,134780,236759
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,"Track and Field, Indoor",0,31,0,219449,0,219449
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,"Track and Field, Outdoor",0,36,0,219449,0,219449
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,"Track and Field, X-Country",9,6,137815,41337,137815,41337
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Volleyball,0,18,0,480797,0,480797
Jacksonville State University,Jacksonville,AL,NCAA Division I-FCS,"Public, 4-year or above",2346,3538,Beach Volleyball,0,19,0,58811,0,58811
Jefferson State Community College,Birmingham,AL,NJCAA Division I,"Public, 2-year",922,1496,Golf,10,5,95745,73862,95745,73862
Jefferson State Community College,Birmingham,AL,NJCAA Division I,"Public, 2-year",922,1496,"Track and Field, X-Country",0,1,0,6147,0,6147
John C Calhoun State Community College,Tanner,AL,NJCAA Division I,"Public, 2-year",1144,1369,Baseball,41,0,286834,0,286834,0
John C Calhoun State Community College,Tanner,AL,NJCAA Division I,"Public, 2-year",1144,1369,Golf,10,8,85829,69534,85829,69534
John C Calhoun State Community College,Tanner,AL,NJCAA Division I,"Public, 2-year",1144,1369,Softball,0,28,0,273064,0,273064
Lawson State Community College,Birmingham,AL,NJCAA Division I,"Public, 2-year",457,738,Baseball,54,0,337583,0,337583,0
Lawson State Community College,Birmingham,AL,NJCAA Division I,"Public, 2-year",457,738,Basketball,13,10,200500,137178,200500,137178
Lawson State Community College,Birmingham,AL,NJCAA Division I,"Public, 2-year",457,738,Volleyball,0,13,0,159265,0,159265
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Baseball,39,0,623939,0,646356,0
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Basketball,12,13,506669,552710,521880,569285
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Football,103,0,2177108,0,2202291,0
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Soccer,22,24,455000,425009,459704,425094
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Softball,0,27,0,472345,0,537531
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Tennis,8,8,230127,261279,235238,266390
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,"Track and Field, Outdoor",23,15,138320,155773,140119,157572
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,"Track and Field, X-Country",9,7,198140,121246,198140,121246
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Volleyball,0,14,0,383795,0,387158
University of West Alabama,Livingston,AL,NCAA Division II with football,"Public, 4-year or above",561,1213,Rodeo,0,0,0,0,0,0
Lurleen B Wallace Community College,Andalusia,AL,NJCAA Division I,"Public, 2-year",291,455,Baseball,29,0,171479,0,171479,0
Lurleen B Wallace Community College,Andalusia,AL,NJCAA Division I,"Public, 2-year",291,455,Basketball,15,12,131749,122692,131749,122692
Lurleen B Wallace Community College,Andalusia,AL,NJCAA Division I,"Public, 2-year",291,455,Softball,0,19,0,164134,0,164134
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,Baseball,32,0,249908,0,263175,0
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,Basketball,11,0,273933,0,273233,0
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,Golf,3,0,112446,0,113046,0
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,Softball,0,18,0,290135,0,305072
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,Tennis,7,6,119676,107466,119926,107716
Marion Military Institute,Marion,AL,NJCAA Division I,"Public, 2-year",285,115,"Track and Field, X-Country",11,7,62069,74450,62169,74550
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Baseball,35,0,203610,0,203610,0
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Basketball,19,18,535349,485738,535349,485738
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Football,107,0,1469279,0,1469279,0
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Golf,6,0,130591,0,130591,0
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Softball,0,17,0,215088,0,215088
Miles College,Fairfield,AL,NCAA Division II with football,"Private nonprofit, 4-year or above",643,711,Volleyball,0,9,0,101791,0,101791
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Baseball,34,0,523026,0,536309,0
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Basketball,26,18,561817,370363,582211,380063
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Golf,8,6,210382,159317,225732,161919
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Soccer,58,33,648522,682794,653187,695652
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Softball,0,39,0,660261,0,677483
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Tennis,8,13,161590,200487,162205,200487
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,"Track and Field, Indoor",11,21,87670,194597,90154,194597
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,"Track and Field, Outdoor",13,24,87670,194597,90154,194597
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,"Track and Field, X-Country",6,6,58893,87521,58893,87521
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Volleyball,0,19,0,316502,0,327273
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Other Sports,0,0,0,0,0,0
University of Mobile,Mobile,AL,"NAIA Division I","Private nonprofit, 4-year or above",385,720,Beach Volleyball,0,17,0,223302,0,223302
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Baseball,43,0,522239,0,522239,0
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Basketball,18,17,471470,482690,471470,482690
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,All Track Combined,121,74,291972,298024,291972,298024
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Golf,14,8,176771,207235,176771,207235
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Lacrosse,53,27,410699,315533,410699,315533
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Soccer,34,27,331007,373053,331007,373053
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Softball,0,29,0,435658,0,435658
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Swimming,21,17,170754,166984,170754,166984
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Tennis,19,11,148284,158796,148284,158796
University of Montevallo,Montevallo,AL,NCAA Division II without football,"Public, 4-year or above",715,1283,Volleyball,0,15,0,333490,0,333490
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Baseball,40,0,622750,0,622750,0
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Basketball,16,11,1097512,927519,1097512,927519
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Football,111,0,2444852,0,2444852,0
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Golf,11,8,197556,196248,197556,196248
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Soccer,0,24,0,511732,0,511732
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Softball,0,27,0,460225,0,460225
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Tennis,7,8,133962,222067,133962,222067
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,"Track and Field, X-Country",11,9,124985,115328,124985,115328
University of North Alabama,Florence,AL,NCAA Division I-FCS,"Public, 4-year or above",1704,2969,Volleyball,0,17,0,527032,0,527032
